Beta (v/c)	 Gamma 
0.3529		 1.06876 
0.353		 1.06881 
0.3531		 1.06885 
0.3532		 1.06889 
0.3533		 1.06894 
0.3534		 1.06898 
0.3535		 1.06902 
0.3536		 1.06907 
0.3537		 1.06911 
0.3538		 1.06915 
0.3539		 1.06919 
0.354		 1.06924 
0.3541		 1.06928 
0.3542		 1.06932 
0.3543		 1.06937 
0.3544		 1.06941 
0.3545		 1.06945 
0.3546		 1.0695 
0.3547		 1.06954 
0.3548		 1.06958 
0.3549		 1.06963 
0.355		 1.06967 
0.3551		 1.06972 
0.3552		 1.06976 
0.3553		 1.0698 
0.3554		 1.06985 
0.3555		 1.06989 
0.3556		 1.06993 
0.3557		 1.06998 
0.3558		 1.07002 
0.3559		 1.07006 
0.356		 1.07011 
0.3561		 1.07015 
0.3562		 1.07019 
0.3563		 1.07024 
0.3564		 1.07028 
0.3565		 1.07033 
0.3566		 1.07037 
0.3567		 1.07041 
0.3568		 1.07046 
0.3569		 1.0705 
0.357		 1.07054 
0.3571		 1.07059 
0.3572		 1.07063 
0.3573		 1.07068 
0.3574		 1.07072 
0.3575		 1.07076 
0.3576		 1.07081 
0.3577		 1.07085 
0.3578		 1.0709 
0.3579		 1.07094 
0.358		 1.07098 
0.3581		 1.07103 
0.3582		 1.07107 
0.3583		 1.07112 
0.3584		 1.07116 
0.3585		 1.0712 
0.3586		 1.07125 
0.3587		 1.07129 
0.3588		 1.07134 
0.3589		 1.07138 
0.359		 1.07142 
0.3591		 1.07147 
0.3592		 1.07151 
0.3593		 1.07156 
0.3594		 1.0716 
0.3595		 1.07164 
0.3596		 1.07169 
0.3597		 1.07173 
0.3598		 1.07178 
0.3599		 1.07182 
0.36		 1.07187 
0.3601		 1.07191 
0.3602		 1.07195 
0.3603		 1.072 
0.3604		 1.07204 
0.3605		 1.07209 
0.3606		 1.07213 
0.3607		 1.07218 
0.3608		 1.07222 
0.3609		 1.07227 
0.361		 1.07231 
0.3611		 1.07235 
0.3612		 1.0724 
0.3613		 1.07244 
0.3614		 1.07249 
0.3615		 1.07253 
0.3616		 1.07258 
0.3617		 1.07262 
0.3618		 1.07267 
0.3619		 1.07271 
0.362		 1.07276 
0.3621		 1.0728 
0.3622		 1.07285 
0.3623		 1.07289 
0.3624		 1.07294 
0.3625		 1.07298 
0.3626		 1.07302 
0.3627		 1.07307 
0.3628		 1.07311 
0.3629		 1.07316 
0.363		 1.0732 
0.3631		 1.07325 
0.3632		 1.07329 
0.3633		 1.07334 
0.3634		 1.07338 
0.3635		 1.07343 
0.3636		 1.07347 
0.3637		 1.07352 
0.3638		 1.07356 
0.3639		 1.07361 
0.364		 1.07365 
0.3641		 1.0737 
0.3642		 1.07374 
0.3643		 1.07379 
0.3644		 1.07383 
0.3645		 1.07388 
0.3646		 1.07392 
0.3647		 1.07397 
0.3648		 1.07401 
0.3649		 1.07406 
0.365		 1.07411 
0.3651		 1.07415 
0.3652		 1.0742 
0.3653		 1.07424 
0.3654		 1.07429 
0.3655		 1.07433 
0.3656		 1.07438 
0.3657		 1.07442 
0.3658		 1.07447 
0.3659		 1.07451 
0.366		 1.07456 
0.3661		 1.0746 
0.3662		 1.07465 
0.3663		 1.07469 
0.3664		 1.07474 
0.3665		 1.07479 
0.3666		 1.07483 
0.3667		 1.07488 
0.3668		 1.07492 
0.3669		 1.07497 
0.367		 1.07501 
0.3671		 1.07506 
0.3672		 1.0751 
0.3673		 1.07515 
0.3674		 1.0752 
0.3675		 1.07524 
0.3676		 1.07529 
0.3677		 1.07533 
0.3678		 1.07538 
0.3679		 1.07542 
0.368		 1.07547 
0.3681		 1.07552 
0.3682		 1.07556 
0.3683		 1.07561 
0.3684		 1.07565 
0.3685		 1.0757 
0.3686		 1.07575 
0.3687		 1.07579 
0.3688		 1.07584 
0.3689		 1.07588 
0.369		 1.07593 
0.3691		 1.07597 
0.3692		 1.07602 
0.3693		 1.07607 
0.3694		 1.07611 
0.3695		 1.07616 
0.3696		 1.07621 
0.3697		 1.07625 
0.3698		 1.0763 
0.3699		 1.07634 
0.37		 1.07639 
0.3701		 1.07644 
0.3702		 1.07648 
0.3703		 1.07653 
0.3704		 1.07657 
0.3705		 1.07662 
0.3706		 1.07667 
0.3707		 1.07671 
0.3708		 1.07676 
0.3709		 1.07681 
0.371		 1.07685 
0.3711		 1.0769 
0.3712		 1.07694 
0.3713		 1.07699 
0.3714		 1.07704 
0.3715		 1.07708 
0.3716		 1.07713 
0.3717		 1.07718 
0.3718		 1.07722 
0.3719		 1.07727 
0.372		 1.07732 
0.3721		 1.07736 
0.3722		 1.07741 
0.3723		 1.07746 
0.3724		 1.0775 
0.3725		 1.07755 
0.3726		 1.0776 
0.3727		 1.07764 
0.3728		 1.07769 
0.3729		 1.07774 
0.373		 1.07778 
0.3731		 1.07783 
0.3732		 1.07788 
0.3733		 1.07792 
0.3734		 1.07797 
0.3735		 1.07802 
0.3736		 1.07806 
0.3737		 1.07811 
0.3738		 1.07816 
0.3739		 1.0782 
0.374		 1.07825 
0.3741		 1.0783 
0.3742		 1.07834 
0.3743		 1.07839 
0.3744		 1.07844 
0.3745		 1.07848 
0.3746		 1.07853 
0.3747		 1.07858 
0.3748		 1.07863 
0.3749		 1.07867 
0.375		 1.07872 
0.3751		 1.07877 
0.3752		 1.07881 
0.3753		 1.07886 
0.3754		 1.07891 
0.3755		 1.07896 
0.3756		 1.079 
0.3757		 1.07905 
0.3758		 1.0791 
0.3759		 1.07914 
0.376		 1.07919 
0.3761		 1.07924 
0.3762		 1.07929 
0.3763		 1.07933 
0.3764		 1.07938 
0.3765		 1.07943 
0.3766		 1.07948 
0.3767		 1.07952 
0.3768		 1.07957 
0.3769		 1.07962 
0.377		 1.07966 
0.3771		 1.07971 
0.3772		 1.07976 
0.3773		 1.07981 
0.3774		 1.07985 
0.3775		 1.0799 
0.3776		 1.07995 
0.3777		 1.08 
0.3778		 1.08005 
0.3779		 1.08009 
0.378		 1.08014 
0.3781		 1.08019 
0.3782		 1.08024 
0.3783		 1.08028 
0.3784		 1.08033 
0.3785		 1.08038 
0.3786		 1.08043 
0.3787		 1.08047 
0.3788		 1.08052 
0.3789		 1.08057 
0.379		 1.08062 
0.3791		 1.08067 
0.3792		 1.08071 
0.3793		 1.08076 
0.3794		 1.08081 
0.3795		 1.08086 
0.3796		 1.0809 
0.3797		 1.08095 
0.3798		 1.081 
0.3799		 1.08105 
0.38		 1.0811 
0.3801		 1.08114 
0.3802		 1.08119 
0.3803		 1.08124 
0.3804		 1.08129 
0.3805		 1.08134 
0.3806		 1.08139 
0.3807		 1.08143 
0.3808		 1.08148 
0.3809		 1.08153 
0.381		 1.08158 
0.3811		 1.08163 
0.3812		 1.08167 
0.3813		 1.08172 
0.3814		 1.08177 
0.3815		 1.08182 
0.3816		 1.08187 
0.3817		 1.08192 
0.3818		 1.08196 
0.3819		 1.08201 
0.382		 1.08206 
0.3821		 1.08211 
0.3822		 1.08216 
0.3823		 1.08221 
0.3824		 1.08225 
0.3825		 1.0823 
0.3826		 1.08235 
0.3827		 1.0824 
0.3828		 1.08245 
0.3829		 1.0825 
0.383		 1.08255 
0.3831		 1.08259 
0.3832		 1.08264 
0.3833		 1.08269 
0.3834		 1.08274 
0.3835		 1.08279 
0.3836		 1.08284 
0.3837		 1.08289 
0.3838		 1.08294 
0.3839		 1.08298 
0.384		 1.08303 
0.3841		 1.08308 
0.3842		 1.08313 
0.3843		 1.08318 
0.3844		 1.08323 
0.3845		 1.08328 
0.3846		 1.08333 
0.3847		 1.08337 
0.3848		 1.08342 
0.3849		 1.08347 
0.385		 1.08352 
0.3851		 1.08357 
0.3852		 1.08362 
0.3853		 1.08367 
0.3854		 1.08372 
0.3855		 1.08377 
0.3856		 1.08382 
0.3857		 1.08386 
0.3858		 1.08391 
0.3859		 1.08396 
0.386		 1.08401 
0.3861		 1.08406 
0.3862		 1.08411 
0.3863		 1.08416 
0.3864		 1.08421 
0.3865		 1.08426 
0.3866		 1.08431 
0.3867		 1.08436 
0.3868		 1.08441 
0.3869		 1.08446 
0.387		 1.0845 
0.3871		 1.08455 
0.3872		 1.0846 
0.3873		 1.08465 
0.3874		 1.0847 
0.3875		 1.08475 
0.3876		 1.0848 
0.3877		 1.08485 
0.3878		 1.0849 
0.3879		 1.08495 
0.388		 1.085 
0.3881		 1.08505 
0.3882		 1.0851 
0.3883		 1.08515 
0.3884		 1.0852 
0.3885		 1.08525 
0.3886		 1.0853 
0.3887		 1.08535 
0.3888		 1.0854 
0.3889		 1.08545 
0.389		 1.0855 
0.3891		 1.08555 
0.3892		 1.0856 
0.3893		 1.08565 
0.3894		 1.0857 
0.3895		 1.08575 
0.3896		 1.08579 
0.3897		 1.08584 
0.3898		 1.08589 
0.3899		 1.08594 
0.39		 1.08599 
0.3901		 1.08604 
0.3902		 1.08609 
0.3903		 1.08614 
0.3904		 1.08619 
0.3905		 1.08624 
0.3906		 1.08629 
0.3907		 1.08634 
0.3908		 1.08639 
0.3909		 1.08645 
0.391		 1.0865 
0.3911		 1.08655 
0.3912		 1.0866 
0.3913		 1.08665 
0.3914		 1.0867 
0.3915		 1.08675 
0.3916		 1.0868 
0.3917		 1.08685 
0.3918		 1.0869 
0.3919		 1.08695 
0.392		 1.087 
0.3921		 1.08705 
0.3922		 1.0871 
0.3923		 1.08715 
0.3924		 1.0872 
0.3925		 1.08725 
0.3926		 1.0873 
0.3927		 1.08735 
0.3928		 1.0874 
0.3929		 1.08745 
0.393		 1.0875 
0.3931		 1.08755 
0.3932		 1.0876 
0.3933		 1.08765 
0.3934		 1.0877 
0.3935		 1.08776 
0.3936		 1.08781 
0.3937		 1.08786 
0.3938		 1.08791 
0.3939		 1.08796 
0.394		 1.08801 
0.3941		 1.08806 
0.3942		 1.08811 
0.3943		 1.08816 
0.3944		 1.08821 
0.3945		 1.08826 
0.3946		 1.08831 
0.3947		 1.08836 
0.3948		 1.08842 
0.3949		 1.08847 
0.395		 1.08852 
0.3951		 1.08857 
0.3952		 1.08862 
0.3953		 1.08867 
0.3954		 1.08872 
0.3955		 1.08877 
0.3956		 1.08882 
0.3957		 1.08887 
0.3958		 1.08893 
0.3959		 1.08898 
0.396		 1.08903 
0.3961		 1.08908 
0.3962		 1.08913 
0.3963		 1.08918 
0.3964		 1.08923 
0.3965		 1.08928 
0.3966		 1.08933 
0.3967		 1.08939 
0.3968		 1.08944 
0.3969		 1.08949 
0.397		 1.08954 
0.3971		 1.08959 
0.3972		 1.08964 
0.3973		 1.08969 
0.3974		 1.08975 
0.3975		 1.0898 
0.3976		 1.08985 
0.3977		 1.0899 
0.3978		 1.08995 
0.3979		 1.09 
0.398		 1.09005 
0.3981		 1.09011 
0.3982		 1.09016 
0.3983		 1.09021 
0.3984		 1.09026 
0.3985		 1.09031 
0.3986		 1.09036 
0.3987		 1.09042 
0.3988		 1.09047 
0.3989		 1.09052 
0.399		 1.09057 
0.3991		 1.09062 
0.3992		 1.09067 
0.3993		 1.09073 
0.3994		 1.09078 
0.3995		 1.09083 
0.3996		 1.09088 
0.3997		 1.09093 
0.3998		 1.09099 
0.3999		 1.09104 
0.4		 1.09109 
0.4001		 1.09114 
0.4002		 1.09119 
0.4003		 1.09125 
0.4004		 1.0913 
0.4005		 1.09135 
0.4006		 1.0914 
0.4007		 1.09145 
0.4008		 1.09151 
0.4009		 1.09156 
0.401		 1.09161 
0.4011		 1.09166 
0.4012		 1.09171 
0.4013		 1.09177 
0.4014		 1.09182 
0.4015		 1.09187 
0.4016		 1.09192 
0.4017		 1.09198 
0.4018		 1.09203 
0.4019		 1.09208 
0.402		 1.09213 
0.4021		 1.09219 
0.4022		 1.09224 
0.4023		 1.09229 
0.4024		 1.09234 
0.4025		 1.09239 
0.4026		 1.09245 
0.4027		 1.0925 
0.4028		 1.09255 
0.4029		 1.0926 
0.403		 1.09266 
0.4031		 1.09271 
0.4032		 1.09276 
0.4033		 1.09282 
0.4034		 1.09287 
0.4035		 1.09292 
0.4036		 1.09297 
0.4037		 1.09303 
0.4038		 1.09308 
0.4039		 1.09313 
0.404		 1.09318 
0.4041		 1.09324 
0.4042		 1.09329 
0.4043		 1.09334 
0.4044		 1.0934 
0.4045		 1.09345 
0.4046		 1.0935 
0.4047		 1.09355 
0.4048		 1.09361 
0.4049		 1.09366 
0.405		 1.09371 
0.4051		 1.09377 
0.4052		 1.09382 
0.4053		 1.09387 
0.4054		 1.09393 
0.4055		 1.09398 
0.4056		 1.09403 
0.4057		 1.09408 
0.4058		 1.09414 
0.4059		 1.09419 
0.406		 1.09424 
0.4061		 1.0943 
0.4062		 1.09435 
0.4063		 1.0944 
0.4064		 1.09446 
0.4065		 1.09451 
0.4066		 1.09456 
0.4067		 1.09462 
0.4068		 1.09467 
0.4069		 1.09472 
0.407		 1.09478 
0.4071		 1.09483 
0.4072		 1.09488 
0.4073		 1.09494 
0.4074		 1.09499 
0.4075		 1.09504 
0.4076		 1.0951 
0.4077		 1.09515 
0.4078		 1.0952 
0.4079		 1.09526 
0.408		 1.09531 
0.4081		 1.09537 
0.4082		 1.09542 
0.4083		 1.09547 
0.4084		 1.09553 
0.4085		 1.09558 
0.4086		 1.09563 
0.4087		 1.09569 
0.4088		 1.09574 
0.4089		 1.0958 
0.409		 1.09585 
0.4091		 1.0959 
0.4092		 1.09596 
0.4093		 1.09601 
0.4094		 1.09606 
0.4095		 1.09612 
0.4096		 1.09617 
0.4097		 1.09623 
0.4098		 1.09628 
0.4099		 1.09633 
0.41		 1.09639 
0.4101		 1.09644 
0.4102		 1.0965 
0.4103		 1.09655 
0.4104		 1.0966 
0.4105		 1.09666 
0.4106		 1.09671 
0.4107		 1.09677 
0.4108		 1.09682 
0.4109		 1.09688 
0.411		 1.09693 
0.4111		 1.09698 
0.4112		 1.09704 
0.4113		 1.09709 
0.4114		 1.09715 
0.4115		 1.0972 
0.4116		 1.09726 
0.4117		 1.09731 
0.4118		 1.09736 
0.4119		 1.09742 
0.412		 1.09747 
0.4121		 1.09753 
0.4122		 1.09758 
0.4123		 1.09764 
0.4124		 1.09769 
0.4125		 1.09775 
0.4126		 1.0978 
0.4127		 1.09786 
0.4128		 1.09791 
0.4129		 1.09796 
0.413		 1.09802 
0.4131		 1.09807 
0.4132		 1.09813 
0.4133		 1.09818 
0.4134		 1.09824 
0.4135		 1.09829 
0.4136		 1.09835 
0.4137		 1.0984 
0.4138		 1.09846 
0.4139		 1.09851 
0.414		 1.09857 
0.4141		 1.09862 
0.4142		 1.09868 
0.4143		 1.09873 
0.4144		 1.09879 
0.4145		 1.09884 
0.4146		 1.0989 
0.4147		 1.09895 
0.4148		 1.09901 
0.4149		 1.09906 
0.415		 1.09912 
0.4151		 1.09917 
0.4152		 1.09923 
0.4153		 1.09928 
0.4154		 1.09934 
0.4155		 1.09939 
0.4156		 1.09945 
0.4157		 1.0995 
0.4158		 1.09956 
0.4159		 1.09961 
0.416		 1.09967 
0.4161		 1.09972 
0.4162		 1.09978 
0.4163		 1.09983 
0.4164		 1.09989 
0.4165		 1.09995 
0.4166		 1.1 
0.4167		 1.10006 
0.4168		 1.10011 
0.4169		 1.10017 
0.417		 1.10022 
0.4171		 1.10028 
0.4172		 1.10033 
0.4173		 1.10039 
0.4174		 1.10045 
0.4175		 1.1005 
0.4176		 1.10056 
0.4177		 1.10061 
0.4178		 1.10067 
0.4179		 1.10072 
0.418		 1.10078 
0.4181		 1.10084 
0.4182		 1.10089 
0.4183		 1.10095 
0.4184		 1.101 
0.4185		 1.10106 
0.4186		 1.10111 
0.4187		 1.10117 
0.4188		 1.10123 
0.4189		 1.10128 
0.419		 1.10134 
0.4191		 1.10139 
0.4192		 1.10145 
0.4193		 1.10151 
0.4194		 1.10156 
0.4195		 1.10162 
0.4196		 1.10167 
0.4197		 1.10173 
0.4198		 1.10179 
0.4199		 1.10184 
0.42		 1.1019 
0.4201		 1.10196 
0.4202		 1.10201 
0.4203		 1.10207 
0.4204		 1.10212 
0.4205		 1.10218 
0.4206		 1.10224 
0.4207		 1.10229 
0.4208		 1.10235 
0.4209		 1.10241 
0.421		 1.10246 
0.4211		 1.10252 
0.4212		 1.10257 
0.4213		 1.10263 
0.4214		 1.10269 
0.4215		 1.10274 
0.4216		 1.1028 
0.4217		 1.10286 
0.4218		 1.10291 
0.4219		 1.10297 
0.422		 1.10303 
0.4221		 1.10308 
0.4222		 1.10314 
0.4223		 1.1032 
0.4224		 1.10325 
0.4225		 1.10331 
0.4226		 1.10337 
0.4227		 1.10342 
0.4228		 1.10348 
0.4229		 1.10354 
0.423		 1.10359 
0.4231		 1.10365 
0.4232		 1.10371 
0.4233		 1.10377 
0.4234		 1.10382 
0.4235		 1.10388 
0.4236		 1.10394 
0.4237		 1.10399 
0.4238		 1.10405 
0.4239		 1.10411 
0.424		 1.10416 
0.4241		 1.10422 
0.4242		 1.10428 
0.4243		 1.10434 
0.4244		 1.10439 
0.4245		 1.10445 
0.4246		 1.10451 
0.4247		 1.10456 
0.4248		 1.10462 
0.4249		 1.10468 
0.425		 1.10474 
0.4251		 1.10479 
0.4252		 1.10485 
0.4253		 1.10491 
0.4254		 1.10497 
0.4255		 1.10502 
0.4256		 1.10508 
0.4257		 1.10514 
0.4258		 1.1052 
0.4259		 1.10525 
0.426		 1.10531 
0.4261		 1.10537 
0.4262		 1.10543 
0.4263		 1.10548 
0.4264		 1.10554 
0.4265		 1.1056 
0.4266		 1.10566 
0.4267		 1.10571 
0.4268		 1.10577 
0.4269		 1.10583 
0.427		 1.10589 
0.4271		 1.10594 
0.4272		 1.106 
0.4273		 1.10606 
0.4274		 1.10612 
0.4275		 1.10618 
0.4276		 1.10623 
0.4277		 1.10629 
0.4278		 1.10635 
0.4279		 1.10641 
0.428		 1.10647 
0.4281		 1.10652 
0.4282		 1.10658 
0.4283		 1.10664 
0.4284		 1.1067 
0.4285		 1.10676 
0.4286		 1.10681 
0.4287		 1.10687 
0.4288		 1.10693 
0.4289		 1.10699 
0.429		 1.10705 
0.4291		 1.1071 
0.4292		 1.10716 
0.4293		 1.10722 
0.4294		 1.10728 
0.4295		 1.10734 
0.4296		 1.1074 
0.4297		 1.10745 
0.4298		 1.10751 
0.4299		 1.10757 
0.43		 1.10763 
0.4301		 1.10769 
0.4302		 1.10775 
0.4303		 1.1078 
0.4304		 1.10786 
0.4305		 1.10792 
0.4306		 1.10798 
0.4307		 1.10804 
0.4308		 1.1081 
0.4309		 1.10816 
0.431		 1.10822 
0.4311		 1.10827 
0.4312		 1.10833 
0.4313		 1.10839 
0.4314		 1.10845 
0.4315		 1.10851 
0.4316		 1.10857 
0.4317		 1.10863 
0.4318		 1.10869 
0.4319		 1.10874 
0.432		 1.1088 
0.4321		 1.10886 
0.4322		 1.10892 
0.4323		 1.10898 
0.4324		 1.10904 
0.4325		 1.1091 
0.4326		 1.10916 
0.4327		 1.10922 
0.4328		 1.10927 
0.4329		 1.10933 
0.433		 1.10939 
0.4331		 1.10945 
0.4332		 1.10951 
0.4333		 1.10957 
0.4334		 1.10963 
0.4335		 1.10969 
0.4336		 1.10975 
0.4337		 1.10981 
0.4338		 1.10987 
0.4339		 1.10993 
0.434		 1.10999 
0.4341		 1.11004 
0.4342		 1.1101 
0.4343		 1.11016 
0.4344		 1.11022 
0.4345		 1.11028 
0.4346		 1.11034 
0.4347		 1.1104 
0.4348		 1.11046 
0.4349		 1.11052 
0.435		 1.11058 
0.4351		 1.11064 
0.4352		 1.1107 
0.4353		 1.11076 
0.4354		 1.11082 
0.4355		 1.11088 
0.4356		 1.11094 
0.4357		 1.111 
0.4358		 1.11106 
0.4359		 1.11112 
0.436		 1.11118 
0.4361		 1.11124 
0.4362		 1.1113 
0.4363		 1.11136 
0.4364		 1.11142 
0.4365		 1.11148 
0.4366		 1.11154 
0.4367		 1.1116 
0.4368		 1.11166 
0.4369		 1.11172 
0.437		 1.11178 
0.4371		 1.11184 
0.4372		 1.1119 
0.4373		 1.11196 
0.4374		 1.11202 
0.4375		 1.11208 
0.4376		 1.11214 
0.4377		 1.1122 
0.4378		 1.11226 
0.4379		 1.11232 
0.438		 1.11238 
0.4381		 1.11244 
0.4382		 1.1125 
0.4383		 1.11256 
0.4384		 1.11262 
0.4385		 1.11268 
0.4386		 1.11274 
0.4387		 1.1128 
0.4388		 1.11286 
0.4389		 1.11292 
0.439		 1.11298 
0.4391		 1.11304 
0.4392		 1.1131 
0.4393		 1.11316 
0.4394		 1.11322 
0.4395		 1.11328 
0.4396		 1.11335 
0.4397		 1.11341 
0.4398		 1.11347 
0.4399		 1.11353 
0.44		 1.11359 
0.4401		 1.11365 
0.4402		 1.11371 
0.4403		 1.11377 
0.4404		 1.11383 
0.4405		 1.11389 
0.4406		 1.11395 
0.4407		 1.11401 
0.4408		 1.11408 
0.4409		 1.11414 
0.441		 1.1142 
0.4411		 1.11426 
0.4412		 1.11432 
0.4413		 1.11438 
0.4414		 1.11444 
0.4415		 1.1145 
0.4416		 1.11456 
0.4417		 1.11462 
0.4418		 1.11469 
0.4419		 1.11475 
0.442		 1.11481 
0.4421		 1.11487 
0.4422		 1.11493 
0.4423		 1.11499 
0.4424		 1.11505 
0.4425		 1.11511 
0.4426		 1.11518 
0.4427		 1.11524 
0.4428		 1.1153 
0.4429		 1.11536 
0.443		 1.11542 
0.4431		 1.11548 
0.4432		 1.11555 
0.4433		 1.11561 
0.4434		 1.11567 
0.4435		 1.11573 
0.4436		 1.11579 
0.4437		 1.11585 
0.4438		 1.11591 
0.4439		 1.11598 
0.444		 1.11604 
0.4441		 1.1161 
0.4442		 1.11616 
0.4443		 1.11622 
0.4444		 1.11629 
0.4445		 1.11635 
0.4446		 1.11641 
0.4447		 1.11647 
0.4448		 1.11653 
0.4449		 1.11659 
0.445		 1.11666 
0.4451		 1.11672 
0.4452		 1.11678 
0.4453		 1.11684 
0.4454		 1.1169 
0.4455		 1.11697 
0.4456		 1.11703 
0.4457		 1.11709 
0.4458		 1.11715 
0.4459		 1.11722 
0.446		 1.11728 
0.4461		 1.11734 
0.4462		 1.1174 
0.4463		 1.11746 
0.4464		 1.11753 
0.4465		 1.11759 
0.4466		 1.11765 
0.4467		 1.11771 
0.4468		 1.11778 
0.4469		 1.11784 
0.447		 1.1179 
0.4471		 1.11796 
0.4472		 1.11803 
0.4473		 1.11809 
0.4474		 1.11815 
0.4475		 1.11821 
0.4476		 1.11828 
0.4477		 1.11834 
0.4478		 1.1184 
0.4479		 1.11846 
0.448		 1.11853 
0.4481		 1.11859 
0.4482		 1.11865 
0.4483		 1.11871 
0.4484		 1.11878 
0.4485		 1.11884 
0.4486		 1.1189 
0.4487		 1.11897 
0.4488		 1.11903 
0.4489		 1.11909 
0.449		 1.11915 
0.4491		 1.11922 
0.4492		 1.11928 
0.4493		 1.11934 
0.4494		 1.11941 
0.4495		 1.11947 
0.4496		 1.11953 
0.4497		 1.1196 
0.4498		 1.11966 
0.4499		 1.11972 
0.45		 1.11979 
0.4501		 1.11985 
0.4502		 1.11991 
0.4503		 1.11997 
0.4504		 1.12004 
0.4505		 1.1201 
0.4506		 1.12016 
0.4507		 1.12023 
0.4508		 1.12029 
0.4509		 1.12035 
0.451		 1.12042 
0.4511		 1.12048 
0.4512		 1.12055 
0.4513		 1.12061 
0.4514		 1.12067 
0.4515		 1.12074 
0.4516		 1.1208 
0.4517		 1.12086 
0.4518		 1.12093 
0.4519		 1.12099 
0.452		 1.12105 
0.4521		 1.12112 
0.4522		 1.12118 
0.4523		 1.12124 
0.4524		 1.12131 
0.4525		 1.12137 
0.4526		 1.12144 
0.4527		 1.1215 
0.4528		 1.12156 
0.4529		 1.12163 
0.453		 1.12169 
0.4531		 1.12176 
0.4532		 1.12182 
0.4533		 1.12188 
0.4534		 1.12195 
0.4535		 1.12201 
0.4536		 1.12208 
0.4537		 1.12214 
0.4538		 1.1222 
0.4539		 1.12227 
0.454		 1.12233 
0.4541		 1.1224 
0.4542		 1.12246 
0.4543		 1.12252 
0.4544		 1.12259 
0.4545		 1.12265 
0.4546		 1.12272 
0.4547		 1.12278 
0.4548		 1.12285 
0.4549		 1.12291 
0.455		 1.12298 
0.4551		 1.12304 
0.4552		 1.1231 
0.4553		 1.12317 
0.4554		 1.12323 
0.4555		 1.1233 
0.4556		 1.12336 
0.4557		 1.12343 
0.4558		 1.12349 
0.4559		 1.12356 
0.456		 1.12362 
0.4561		 1.12369 
0.4562		 1.12375 
0.4563		 1.12382 
0.4564		 1.12388 
0.4565		 1.12394 
0.4566		 1.12401 
0.4567		 1.12407 
0.4568		 1.12414 
0.4569		 1.1242 
0.457		 1.12427 
0.4571		 1.12433 
0.4572		 1.1244 
0.4573		 1.12446 
0.4574		 1.12453 
0.4575		 1.12459 
0.4576		 1.12466 
0.4577		 1.12472 
0.4578		 1.12479 
0.4579		 1.12485 
0.458		 1.12492 
0.4581		 1.12499 
0.4582		 1.12505 
0.4583		 1.12512 
0.4584		 1.12518 
0.4585		 1.12525 
0.4586		 1.12531 
0.4587		 1.12538 
0.4588		 1.12544 
0.4589		 1.12551 
0.459		 1.12557 
0.4591		 1.12564 
0.4592		 1.1257 
0.4593		 1.12577 
0.4594		 1.12584 
0.4595		 1.1259 
0.4596		 1.12597 
0.4597		 1.12603 
0.4598		 1.1261 
0.4599		 1.12616 
0.46		 1.12623 
0.4601		 1.12629 
0.4602		 1.12636 
0.4603		 1.12643 
0.4604		 1.12649 
0.4605		 1.12656 
0.4606		 1.12662 
0.4607		 1.12669 
0.4608		 1.12676 
0.4609		 1.12682 
0.461		 1.12689 
0.4611		 1.12695 
0.4612		 1.12702 
0.4613		 1.12709 
0.4614		 1.12715 
0.4615		 1.12722 
0.4616		 1.12728 
0.4617		 1.12735 
0.4618		 1.12742 
0.4619		 1.12748 
0.462		 1.12755 
0.4621		 1.12761 
0.4622		 1.12768 
0.4623		 1.12775 
0.4624		 1.12781 
0.4625		 1.12788 
0.4626		 1.12795 
0.4627		 1.12801 
0.4628		 1.12808 
0.4629		 1.12815 
0.463		 1.12821 
0.4631		 1.12828 
0.4632		 1.12834 
0.4633		 1.12841 
0.4634		 1.12848 
0.4635		 1.12854 
0.4636		 1.12861 
0.4637		 1.12868 
0.4638		 1.12874 
0.4639		 1.12881 
0.464		 1.12888 
0.4641		 1.12894 
0.4642		 1.12901 
0.4643		 1.12908 
0.4644		 1.12915 
0.4645		 1.12921 
0.4646		 1.12928 
0.4647		 1.12935 
0.4648		 1.12941 
0.4649		 1.12948 
0.465		 1.12955 
0.4651		 1.12961 
0.4652		 1.12968 
0.4653		 1.12975 
0.4654		 1.12982 
0.4655		 1.12988 
0.4656		 1.12995 
0.4657		 1.13002 
0.4658		 1.13008 
0.4659		 1.13015 
0.466		 1.13022 
0.4661		 1.13029 
0.4662		 1.13035 
0.4663		 1.13042 
0.4664		 1.13049 
0.4665		 1.13056 
0.4666		 1.13062 
0.4667		 1.13069 
0.4668		 1.13076 
0.4669		 1.13083 
0.467		 1.13089 
0.4671		 1.13096 
0.4672		 1.13103 
0.4673		 1.1311 
0.4674		 1.13116 
0.4675		 1.13123 
0.4676		 1.1313 
0.4677		 1.13137 
0.4678		 1.13143 
0.4679		 1.1315 
0.468		 1.13157 
0.4681		 1.13164 
0.4682		 1.1317 
0.4683		 1.13177 
0.4684		 1.13184 
0.4685		 1.13191 
0.4686		 1.13198 
0.4687		 1.13204 
0.4688		 1.13211 
0.4689		 1.13218 
0.469		 1.13225 
0.4691		 1.13232 
0.4692		 1.13238 
0.4693		 1.13245 
0.4694		 1.13252 
0.4695		 1.13259 
0.4696		 1.13266 
0.4697		 1.13273 
0.4698		 1.13279 
0.4699		 1.13286 
0.47		 1.13293 
0.4701		 1.133 
0.4702		 1.13307 
0.4703		 1.13314 
0.4704		 1.1332 
